chrPerturbationTarget	startPerturbationTarget	endPerturbationTarget	GeneSymbol	EffectSize	CellType	IncludeInModel	Significant	Regulated
chrX	47434105	47434605	PLP2	-0.02909439	K562	TRUE	FALSE	FALSE
chrX	47436745	47437245	PLP2	-0.00569402	K562	TRUE	FALSE	FALSE
chrX	47438845	47439365	PLP2	0.0076048	K562	TRUE	FALSE	FALSE
chrX	47454985	47455485	PLP2	0.08497854	K562	TRUE	FALSE	FALSE
chrX	47467865	47468365	PLP2	-0.00130017	K562	TRUE	FALSE	FALSE
chrX	47488305	47488805	PLP2	-0.03290476	K562	TRUE	FALSE	FALSE
chrX	47493305	47493805	PLP2	0.02083211	K562	TRUE	FALSE	FALSE
chrX	47507005	47507505	PLP2	-0.05659063	K562	TRUE	FALSE	FALSE
chrX	47508545	47509125	PLP2	-0.00816814	K562	TRUE	FALSE	FALSE
chrX	47521565	47522065	PLP2	-0.03953657	K562	TRUE	FALSE	FALSE
chrX	47524065	47524605	PLP2	0.01420789	K562	TRUE	FALSE	FALSE
chrX	47535285	47536065	PLP2	0.05307335	K562	TRUE	FALSE	FALSE
chrX	47542805	47543305	PLP2	0.02476132	K562	TRUE	FALSE	FALSE
chrX	47544885	47545405	PLP2	-0.01370779	K562	TRUE	FALSE	FALSE
chrX	47570625	47571185	PLP2	-0.01137334	K562	TRUE	FALSE	FALSE
chrX	47571945	47572585	PLP2	-0.02277261	K562	TRUE	FALSE	FALSE
chrX	47612005	47612505	PLP2	-0.03370596	K562	TRUE	FALSE	FALSE
chrX	47632105	47632605	PLP2	-0.00087246	K562	TRUE	FALSE	FALSE
chrX	47655645	47656365	PLP2	-0.00691215	K562	TRUE	FALSE	FALSE
chrX	47661905	47662425	PLP2	-0.04644543	K562	TRUE	FALSE	FALSE
chrX	47674165	47674665	PLP2	0.04103851	K562	TRUE	FALSE	FALSE
chrX	47676765	47677285	PLP2	-0.04150761	K562	TRUE	FALSE	FALSE
chrX	47691105	47691705	PLP2	-0.00605886	K562	TRUE	FALSE	FALSE
chrX	47696825	47697325	PLP2	0.01354974	K562	TRUE	FALSE	FALSE
chrX	47740185	47740725	PLP2	0.10383357	K562	TRUE	FALSE	FALSE
chrX	47795865	47796365	PLP2	0.02137505	K562	TRUE	FALSE	FALSE
chrX	47799825	47800345	PLP2	0.01315649	K562	TRUE	FALSE	FALSE
chrX	47818245	47818745	PLP2	0.00979082	K562	TRUE	FALSE	FALSE
chrX	47884985	47885485	PLP2	0.03079163	K562	TRUE	FALSE	FALSE
chrX	47885945	47886505	PLP2	-0.01426653	K562	TRUE	FALSE	FALSE
chrX	47942525	47943025	PLP2	0.00123779	K562	TRUE	FALSE	FALSE
chrX	48310005	48310525	PLP2	0.02228793	K562	TRUE	FALSE	FALSE
chrX	48325705	48326225	PLP2	0.01778798	K562	TRUE	FALSE	FALSE
chrX	48326465	48327005	PLP2	0.00178247	K562	TRUE	FALSE	FALSE
chrX	48331265	48331765	PLP2	-0.01260787	K562	TRUE	FALSE	FALSE
chrX	48332405	48332905	PLP2	0.041664	K562	TRUE	FALSE	FALSE
chrX	48345785	48346285	PLP2	0.01799143	K562	TRUE	FALSE	FALSE
chrX	48350605	48351345	PLP2	0.01394798	K562	TRUE	FALSE	FALSE
chrX	48352405	48352925	PLP2	-0.00531174	K562	TRUE	FALSE	FALSE
chrX	48354985	48355505	PLP2	0.07016655	K562	TRUE	TRUE	FALSE
chrX	48356645	48357245	PLP2	0.00657834	K562	TRUE	FALSE	FALSE
chrX	48364025	48364525	PLP2	0.01761328	K562	TRUE	FALSE	FALSE
chrX	48369845	48370345	PLP2	-0.02004268	K562	TRUE	FALSE	FALSE
chrX	48371925	48372445	PLP2	-0.03152862	K562	TRUE	FALSE	FALSE
chrX	48372685	48373245	PLP2	0.00967262	K562	TRUE	FALSE	FALSE
chrX	48389965	48390465	PLP2	-0.0447815	K562	TRUE	FALSE	FALSE
chrX	48390485	48390985	PLP2	0.00133604	K562	TRUE	FALSE	FALSE
chrX	48405705	48406205	PLP2	-0.04456075	K562	TRUE	FALSE	FALSE
chrX	48428185	48428765	PLP2	0.02113696	K562	TRUE	FALSE	FALSE
chrX	48431145	48431645	PLP2	-0.05305172	K562	TRUE	FALSE	FALSE
chrX	48438965	48439465	PLP2	0.05894757	K562	TRUE	FALSE	FALSE
chrX	48448065	48448605	PLP2	-0.00794834	K562	TRUE	FALSE	FALSE
chrX	48449085	48449585	PLP2	0.00171119	K562	TRUE	FALSE	FALSE
chrX	48449665	48450385	PLP2	0.00965599	K562	TRUE	FALSE	FALSE
chrX	48450485	48450985	PLP2	-0.01220664	K562	TRUE	FALSE	FALSE
chrX	48451105	48451605	PLP2	-0.00329035	K562	TRUE	FALSE	FALSE
chrX	48454285	48454805	PLP2	-0.04998346	K562	TRUE	FALSE	FALSE
chrX	48470045	48470565	PLP2	0.01190902	K562	TRUE	FALSE	FALSE
chrX	48475885	48476425	PLP2	-0.00580926	K562	TRUE	FALSE	FALSE
chrX	48487645	48488205	PLP2	0.04958643	K562	TRUE	FALSE	FALSE
chrX	48489685	48490205	PLP2	0.01377808	K562	TRUE	FALSE	FALSE
chrX	48490385	48490885	PLP2	-0.02253365	K562	TRUE	FALSE	FALSE
chrX	48495065	48495645	PLP2	0.04872245	K562	TRUE	FALSE	FALSE
chrX	48506625	48507125	PLP2	0.00377867	K562	TRUE	FALSE	FALSE
chrX	48507425	48507925	PLP2	0.00199798	K562	TRUE	FALSE	FALSE
chrX	48510425	48510965	PLP2	-0.04294526	K562	TRUE	FALSE	FALSE
chrX	48534565	48535105	PLP2	-0.02420914	K562	TRUE	FALSE	FALSE
chrX	48538765	48539265	PLP2	-0.01989859	K562	TRUE	FALSE	FALSE
chrX	48559305	48559825	PLP2	-0.01475697	K562	TRUE	FALSE	FALSE
chrX	48560285	48560825	PLP2	-0.0051228	K562	TRUE	FALSE	FALSE
chrX	48570385	48570885	PLP2	0.00665211	K562	TRUE	FALSE	FALSE
chrX	48573385	48573925	PLP2	-0.0424208	K562	TRUE	FALSE	FALSE
chrX	48594765	48595265	PLP2	0.02979665	K562	TRUE	FALSE	FALSE
chrX	48595425	48596325	PLP2	-0.01141077	K562	TRUE	FALSE	FALSE
chrX	48597445	48597945	PLP2	-0.00029645	K562	TRUE	FALSE	FALSE
chrX	48610905	48611405	PLP2	-0.00762275	K562	TRUE	FALSE	FALSE
chrX	48623325	48623865	PLP2	0.03028723	K562	TRUE	FALSE	FALSE
chrX	48623905	48624465	PLP2	0.00672975	K562	TRUE	FALSE	FALSE
chrX	48628605	48629585	PLP2	0.00069859	K562	TRUE	FALSE	FALSE
chrX	48635365	48635885	PLP2	0.03712028	K562	TRUE	FALSE	FALSE
chrX	48637765	48638265	PLP2	-0.01964523	K562	TRUE	FALSE	FALSE
chrX	48641205	48641705	PLP2	0.12249414	K562	TRUE	TRUE	FALSE
chrX	48643025	48643685	PLP2	0.08185377	K562	TRUE	TRUE	FALSE
chrX	48647805	48648385	PLP2	0.10727528	K562	TRUE	TRUE	FALSE
chrX	48651705	48652205	PLP2	0.13800641	K562	TRUE	TRUE	FALSE
chrX	48652605	48653165	PLP2	0.03778556	K562	TRUE	FALSE	FALSE
chrX	48653225	48653725	PLP2	0.07589038	K562	TRUE	TRUE	FALSE
chrX	48656645	48657145	PLP2	0.06884525	K562	TRUE	FALSE	FALSE
chrX	48658825	48659325	PLP2	0.22542256	K562	TRUE	TRUE	FALSE
chrX	48670685	48671185	PLP2	-0.03483607	K562	TRUE	FALSE	FALSE
chrX	48692065	48692625	PLP2	0.00320016	K562	TRUE	FALSE	FALSE
chrX	48700065	48700565	PLP2	-0.10353465	K562	TRUE	FALSE	FALSE
chrX	48713165	48713665	PLP2	-0.01869231	K562	TRUE	FALSE	FALSE
chrX	48722545	48723045	PLP2	0.07929405	K562	TRUE	FALSE	FALSE
chrX	48726205	48726785	PLP2	0.01888319	K562	TRUE	FALSE	FALSE
chrX	48742005	48742525	PLP2	0.06250982	K562	TRUE	FALSE	FALSE
chrX	48747605	48748145	PLP2	0.00400029	K562	TRUE	FALSE	FALSE
chrX	48748805	48749325	PLP2	-0.01183049	K562	TRUE	FALSE	FALSE
chrX	48774465	48774965	PLP2	0.0151389	K562	TRUE	FALSE	FALSE
chrX	48777085	48777985	PLP2	-0.00223858	K562	TRUE	FALSE	FALSE
chrX	48794265	48795305	PLP2	-0.02403033	K562	TRUE	FALSE	FALSE
chrX	48797725	48798225	PLP2	-0.04253299	K562	TRUE	FALSE	FALSE
chrX	48798965	48799505	PLP2	-0.0362211	K562	TRUE	FALSE	FALSE
chrX	48800185	48800685	PLP2	0.016385	K562	TRUE	FALSE	FALSE
chrX	48800985	48801485	PLP2	-0.02057658	K562	TRUE	FALSE	FALSE
chrX	48802945	48803465	PLP2	-0.02278149	K562	TRUE	FALSE	FALSE
chrX	48805845	48806345	PLP2	-0.0151327	K562	TRUE	FALSE	FALSE
chrX	48813165	48813685	PLP2	-0.01296543	K562	TRUE	FALSE	FALSE
chrX	48818745	48819245	PLP2	-0.00239675	K562	TRUE	FALSE	FALSE
chrX	48819285	48819785	PLP2	-0.02032705	K562	TRUE	FALSE	FALSE
chrX	48836685	48837185	PLP2	-0.08819942	K562	TRUE	FALSE	FALSE
chrX	48860065	48860565	PLP2	0.00524977	K562	TRUE	FALSE	FALSE
chrX	48895325	48895825	PLP2	-0.01649646	K562	TRUE	FALSE	FALSE
chrX	48897325	48897825	PLP2	-0.00272569	K562	TRUE	FALSE	FALSE
chrX	48899145	48899645	PLP2	-0.01293736	K562	TRUE	FALSE	FALSE
chrX	48899705	48900305	PLP2	-0.03227137	K562	TRUE	FALSE	FALSE
chrX	48904685	48905265	PLP2	0.02769542	K562	TRUE	FALSE	FALSE
chrX	48917305	48917805	PLP2	0.01075442	K562	TRUE	FALSE	FALSE
chrX	48925945	48926445	PLP2	0.00740675	K562	TRUE	FALSE	FALSE
chrX	48939865	48940365	PLP2	0.02704744	K562	TRUE	FALSE	FALSE
chrX	48940985	48941505	PLP2	0.0076243	K562	TRUE	FALSE	FALSE
chrX	48956765	48957325	PLP2	-0.03545099	K562	TRUE	FALSE	FALSE
chrX	48963765	48964265	PLP2	-0.01238909	K562	TRUE	FALSE	FALSE
chrX	48976385	48976885	PLP2	-0.04082988	K562	TRUE	FALSE	FALSE
chrX	48996025	48996525	PLP2	-0.14209524	K562	TRUE	FALSE	FALSE
chrX	49004925	49005425	PLP2	-0.2328882	K562	TRUE	TRUE	TRUE
chrX	49006585	49007085	PLP2	0.1337752	K562	TRUE	FALSE	FALSE
chrX	49011485	49012945	PLP2	-0.11546216	K562	TRUE	TRUE	TRUE
chrX	49014485	49014985	PLP2	0.03154148	K562	TRUE	FALSE	FALSE
chrX	49020285	49020785	PLP2	-0.14164992	K562	TRUE	TRUE	TRUE
chrX	49022705	49023205	PLP2	-0.2207606	K562	TRUE	TRUE	TRUE
chrX	49023505	49024085	PLP2	-0.3785924	K562	TRUE	TRUE	TRUE
chrX	49033765	49034265	PLP2	-0.05405489	K562	TRUE	TRUE	TRUE
chrX	49045105	49045605	PLP2	0.03145641	K562	TRUE	FALSE	FALSE
chrX	49045685	49046185	PLP2	0.00480674	K562	TRUE	FALSE	FALSE
chrX	49047365	49047885	PLP2	0.01423898	K562	TRUE	FALSE	FALSE
chrX	49049105	49049605	PLP2	-0.03177456	K562	TRUE	FALSE	FALSE
chrX	49049845	49050365	PLP2	-0.08284968	K562	TRUE	TRUE	TRUE
chrX	49066185	49066745	PLP2	-0.00359979	K562	TRUE	FALSE	FALSE
chrX	49086865	49087825	PLP2	0.00768238	K562	TRUE	FALSE	FALSE
chrX	49093605	49094365	PLP2	0.02297014	K562	TRUE	FALSE	FALSE
chrX	49096745	49097345	PLP2	-0.01657933	K562	TRUE	FALSE	FALSE
chrX	49098125	49098645	PLP2	0.01278698	K562	TRUE	FALSE	FALSE
chrX	49099045	49099565	PLP2	-0.04487945	K562	TRUE	FALSE	FALSE
chrX	49100665	49101185	PLP2	-0.06478689	K562	TRUE	FALSE	FALSE
chrX	49116665	49117245	PLP2	0.00838649	K562	TRUE	FALSE	FALSE
chrX	49127425	49127925	PLP2	-0.03503371	K562	TRUE	FALSE	FALSE
chrX	49129665	49130245	PLP2	-0.01479177	K562	TRUE	FALSE	FALSE
chrX	49138945	49139465	PLP2	0.00850803	K562	TRUE	FALSE	FALSE
chrX	49148345	49148845	PLP2	-0.03706229	K562	TRUE	FALSE	FALSE
chrX	49164165	49164725	PLP2	0.02647081	K562	TRUE	FALSE	FALSE
chrX	49172485	49172985	PLP2	-0.09037349	K562	TRUE	FALSE	FALSE
chrX	49437985	49438485	PLP2	-0.06509292	K562	TRUE	FALSE	FALSE
chrX	49518745	49519265	PLP2	-0.00956093	K562	TRUE	FALSE	FALSE
chrX	49602945	49603445	PLP2	-0.01105115	K562	TRUE	FALSE	FALSE
chrX	49605225	49605785	PLP2	-0.02137324	K562	TRUE	FALSE	FALSE
chrX	49621265	49621765	PLP2	-0.05371273	K562	TRUE	FALSE	FALSE
chrX	49624005	49624505	PLP2	-0.00052509	K562	TRUE	FALSE	FALSE
chrX	49625405	49626205	PLP2	0.00833185	K562	TRUE	FALSE	FALSE
chrX	49626645	49627185	PLP2	-0.01193432	K562	TRUE	FALSE	FALSE
chrX	49633305	49633805	PLP2	0.00597231	K562	TRUE	FALSE	FALSE
chrX	49641285	49641805	PLP2	-0.06265746	K562	TRUE	FALSE	FALSE
chrX	49648805	49649305	PLP2	-0.02144987	K562	TRUE	FALSE	FALSE
chrX	49680105	49680685	PLP2	0.01147719	K562	TRUE	FALSE	FALSE
chrX	49684045	49684585	PLP2	-0.05250752	K562	TRUE	FALSE	FALSE
chrX	49685645	49686165	PLP2	-0.01783478	K562	TRUE	FALSE	FALSE
chrX	49687965	49688465	PLP2	-0.01965464	K562	TRUE	FALSE	FALSE
chrX	49689325	49689985	PLP2	0.01186738	K562	TRUE	FALSE	FALSE
chrX	49690965	49691465	PLP2	0.05783437	K562	TRUE	FALSE	FALSE
chrX	49741265	49741785	PLP2	-0.05225476	K562	TRUE	FALSE	FALSE
chrX	49810765	49811265	PLP2	0.01501636	K562	TRUE	FALSE	FALSE
chrX	49836225	49836765	PLP2	-0.0281952	K562	TRUE	FALSE	FALSE
chrX	49900825	49901845	PLP2	0.01265034	K562	TRUE	FALSE	FALSE
chrX	49941745	49942265	PLP2	-0.04991936	K562	TRUE	FALSE	FALSE
chrX	49945145	49945645	PLP2	0.02129791	K562	TRUE	FALSE	FALSE
chrX	49948505	49949145	PLP2	0.02787697	K562	TRUE	FALSE	FALSE
chrX	49962985	49963545	PLP2	0.00106446	K562	TRUE	FALSE	FALSE
chrX	49969065	49969605	PLP2	-0.00489102	K562	TRUE	FALSE	FALSE
chrX	50191545	50192045	PLP2	-0.01041993	K562	TRUE	FALSE	FALSE
chrX	50322885	50323405	PLP2	0.0069312	K562	TRUE	FALSE	FALSE
chrX	50434665	50435165	PLP2	0.0099133	K562	TRUE	FALSE	FALSE
