chrTSS	startTSS	endTSS	GeneSymbol
chr17	7486836	7486836	LOC100996842
chr17	7486964	7486964	MPDU1
chr17	7518215	7518215	FXR2
chr17	7531194	7531194	SAT2
chr17	7554207	7554207	ATP1B2
chr17	7590868	7590868	TP53
chr17	7591666	7591666	WRAP53
chr17	7743234	7743234	KDM6B
chr17	7761044	7761044	CYB5D1
chr17	7761209	7761209	NAA38
chr17	7792168	7792168	CHD3
chr17	7819265	7819265	LOC284023
chr17	7835267	7835267	TRAPPC1
chr17	7835441	7835441	CNTROB
chr17	8055753	8055753	PER1
chr17	8066293	8066293	VAMP2
chr17	8079714	8079714	TMEM107
chr17	8093564	8093564	BORCS6
chr17	8113944	8113944	AURKB
chr17	8151413	8151413	CTC1
chr17	8152595	8152595	PFAS
chr17	8191968	8191968	RANGRF
chr17	8198661	8198661	SLC25A35
chr17	8263859	8263859	LOC100128288
chr17	8286482	8286482	RPL26
chr17	8339169	8339169	NDEL1
chr17	8534079	8534079	MYH10
chr17	9479275	9479275	STX8
chr17	9479943	9479943	CFAP52
chr17	10600885	10600885	SCO1
chr17	10600926	10600926	ADPRM
chr17	10619899	10619899	MAGOH2P
chr17	11900827	11900827	ZNF18
chr17	11924134	11924134	MAP2K4
chr17	12921381	12921381	ELAC2
chr17	13505259	13505259	HS3ST3A1
chr17	13972718	13972718	COX10
chr17	13972775	13972775	COX10-AS1
chr17	14204366	14204366	HS3ST3B1
chr17	14207056	14207056	MGC12916
chr17	15168674	15168674	PMP22
chr17	15370925	15370925	CDRT4
chr17	15466945	15466945	TVP23C
chr17	15587625	15587625	TRIM16
chr17	15602890	15602890	ZNF286A
chr17	15690163	15690163	MEIS3P1
chr17	15848230	15848230	ADORA2B
chr17	15902693	15902693	TTC19
chr17	15903006	15903006	ZSWIM7
chr17	16097953	16097953	NCOR1
chr17	16120508	16120508	PIGL
chr17	16256812	16256812	CENPV
chr17	16284110	16284110	UBB
chr17	16318855	16318855	TRPV2
chr17	16342300	16342300	LRRC75A-AS1
chr17	16946073	16946073	MPRIP
chr17	17109646	17109646	PLD6
chr17	17140502	17140502	FLCN
chr17	17184617	17184617	COPS3
chr17	17206679	17206679	NT5M
chr17	17380299	17380299	MED9
chr17	17495017	17495017	PEMT
chr17	17584786	17584786	RAI1
chr17	17740325	17740325	SREBF1
chr17	17875784	17875784	TOM1L2
chr17	17876126	17876126	DRC3
chr17	17942480	17942480	ATPAF2
chr17	17942610	17942610	GID4
chr17	17991180	17991180	DRG2
chr17	18086866	18086866	ALKBH5
chr17	18128935	18128935	LLGL1
chr17	18162230	18162230	FLII
chr17	18163847	18163847	MIEF2
chr17	18218406	18218406	TOP3A
chr17	18218593	18218593	SMCR8
chr17	18266877	18266877	SHMT1
chr17	18576494	18576494	FOXO3B
chr17	18625401	18625401	TRIM16L
chr17	18684307	18684307	TVP23B
chr17	18761380	18761380	PRPSAP2
chr17	18908060	18908060	FAM83G
chr17	19140689	19140689	EPN2
chr17	19174705	19174705	EPN2-IT1
chr17	19266051	19266051	B9D1
chr17	19281773	19281773	MAPK7
chr17	19881169	19881169	AKAP10
chr17	20059306	20059306	SPECC1
chr17	20771745	20771745	CCDC144NL-AS1
chr17	20799453	20799453	CCDC144NL
chr17	20946352	20946352	USP22
chr17	21030240	21030240	DHRS7B
chr17	21117908	21117908	TMEM11
chr17	21156578	21156578	NATD1
chr17	21187967	21187967	MAP2K3
chr17	21308447	21308447	KCNJ18
chr17	21454941	21454941	C17orf51
chr17	21729600	21729600	UBBP4
chr17	25416267	25416267	LOC105371703
chr17	25621046	25621046	WSB1
chr17	25799035	25799035	KSR1
chr17	25958173	25958173	LGALS9
chr17	26220409	26220409	LYRM9
chr17	26369687	26369687	NLK
chr17	26634408	26634408	KRT18P55
chr17	26646120	26646120	TMEM97
chr17	26662515	26662515	IFT20
chr17	26662547	26662547	TNFAIP1
chr17	26684603	26684603	TMEM199
chr17	26684612	26684612	POLDIP2
chr17	26733230	26733230	SLC46A1
chr17	26879646	26879646	UNC119
chr17	26898887	26898887	PIGS
chr17	26903951	26903951	ALDOC
chr17	26926056	26926056	SPAG5
chr17	26941211	26941211	SGK494
chr17	26972177	26972177	KIAA0100
chr17	26989190	26989190	SDF2
chr17	26989215	26989215	SUPT6H
chr17	27038925	27038925	PROCA1
chr17	27046999	27046999	RPL23A
chr17	27053230	27053230	TLCD1
chr17	27055831	27055831	NEK8
chr17	27071022	27071022	TRAF4
chr17	27169857	27169857	FAM222B
chr17	27181974	27181974	ERAL1
chr17	27224715	27224715	FLOT2
chr17	27230089	27230089	DHRS13
chr17	27253292	27253292	LOC101927018
chr17	27278508	27278508	PHF12
chr17	27402627	27402627	TIAF1
chr17	27507407	27507407	MYO18A
chr17	27621166	27621166	NUFIP2
chr17	27717942	27717942	TAOK1
chr17	27894042	27894042	ABHD15
chr17	27895661	27895661	TP53I13
chr17	27916610	27916610	GIT1
chr17	27920526	27920526	ANKRD13B
chr17	27948441	27948441	CORO6
chr17	28257246	28257246	SSH2
chr17	28443824	28443824	NSRP1
chr17	28619184	28619184	BLMH
chr17	28705941	28705941	CPD
chr17	28804425	28804425	GOSR1
chr17	28903482	28903482	LOC107133515
chr17	29151778	29151778	CRLF3
chr17	29158987	29158987	ATAD5
chr17	29233286	29233286	TEFM
chr17	29421944	29421944	NF1
chr17	29641130	29641130	EVI2B
chr17	29815018	29815018	RAB11FIP4
chr17	30186326	30186326	COPRS
chr17	30228729	30228729	UTP6
chr17	30264028	30264028	SUZ12
chr17	30348154	30348154	LRRC37B
chr17	30469472	30469472	RHOT1
chr17	30470154	30470154	LOC105371730
chr17	30669228	30669228	C17orf75
chr17	30677156	30677156	ZNF207
chr17	30771480	30771480	PSMD11
chr17	30814104	30814104	CDK5R1
chr17	31204191	31204191	MYO1D
chr17	31254927	31254927	TMEM98
chr17	33288548	33288548	ZNF830
chr17	33307516	33307516	LIG3
chr17	33390759	33390759	RFFL
chr17	33446888	33446888	RAD51D
chr17	33469334	33469334	NLE1
chr17	33880223	33880223	LOC107985033
chr17	33885110	33885110	SLFN14
chr17	33895132	33895132	LINC02001
chr17	33905656	33905656	PEX12
chr17	33914281	33914281	AP2B1
chr17	34136458	34136458	TAF15
chr17	34195895	34195895	HEATR9
chr17	34238027	34238027	LRRC37A8P
chr17	34257780	34257780	RDM1
chr17	34842470	34842470	ZNHIT3
chr17	34890588	34890588	PIGW
chr17	34891305	34891305	MYO19
chr17	34900736	34900736	GGNBP2
chr17	34948225	34948225	DHRS11
chr17	34958024	34958024	MRM1
chr17	35293960	35293960	LOC102723471
chr17	35306174	35306174	AATF
chr17	35766902	35766902	ACACA
chr17	35767311	35767311	TADA2A
chr17	35849950	35849950	DUSP14
chr17	35969486	35969486	SYNRG
chr17	36003493	36003493	DDX52
chr17	36452988	36452988	MRPL45
chr17	36508006	36508006	SOCS7
chr17	36831187	36831187	EPOP
chr17	36861872	36861872	MLLT6
chr17	36886509	36886509	CISD3
chr17	36904558	36904558	PCGF2
chr17	36908965	36908965	PSMB3
chr17	36956158	36956158	PIP4K2B
chr17	36981603	36981603	CWC25
chr17	37010053	37010053	RPL23
chr17	37026111	37026111	LASP1
chr17	37183363	37183363	LINC02079
chr17	37213271	37213271	LOC100131347
chr17	37353956	37353956	CACNB1
chr17	37356535	37356535	RPL19
chr17	37557909	37557909	FBXL20
chr17	37607527	37607527	MED1
chr17	37617763	37617763	CDK12
chr17	37793332	37793332	STARD3
chr17	37821598	37821598	TCAP
chr17	37824705	37824705	PNMT
chr17	37844323	37844323	PGAP3
chr17	37856230	37856230	ERBB2
chr17	37886816	37886816	MIEN1
chr17	37894161	37894161	GRB7
chr17	38074903	38074903	GSDMB
chr17	38084057	38084057	ORMDL3
chr17	38137020	38137020	PSMD3
chr17	38210889	38210889	MED24
chr17	38219067	38219067	THRA
chr17	38256978	38256978	NR1D1
chr17	38278789	38278789	MSL1
chr17	38296506	38296506	CASC3
chr17	38334241	38334241	RAPGEFL1
chr17	38375573	38375573	WIPF2
chr17	38444145	38444145	CDC6
chr17	38474472	38474472	RARA
chr17	38499388	38499388	RARA-AS1
chr17	38574202	38574202	TOP2A
chr17	38599675	38599675	IGFBP4
chr17	38804103	38804103	SMARCE1
chr17	38975373	38975373	TMEM99
chr17	38978863	38978863	KRT10
chr17	39023462	39023462	KRT12
chr17	39675270	39675270	KRT15
chr17	39684641	39684641	KRT19
chr17	39845126	39845126	EIF1
chr17	39942964	39942964	JUP
chr17	39968451	39968451	P3H4
chr17	39968961	39968961	FKBP10
chr17	39992523	39992523	NT5C3B
chr17	40021684	40021684	KLHL11
chr17	40075272	40075272	ACLY
chr17	40118758	40118758	CNP
chr17	40169715	40169715	DNAJC7
chr17	40172086	40172086	NKIRAS2
chr17	40264751	40264751	DHX58
chr17	40273382	40273382	KAT2A
chr17	40307062	40307062	RAB5C
chr17	40346550	40346550	GHDC
chr17	40428424	40428424	STAT5B
chr17	40440073	40440073	STAT5A
chr17	40540513	40540513	STAT3
chr17	40575338	40575338	PTRF
chr17	40610861	40610861	ATP6V0A1
chr17	40687950	40687950	NAGLU
chr17	40704575	40704575	HSD17B1
chr17	40706820	40706820	LOC108783654
chr17	40714091	40714091	COASY
chr17	40719077	40719077	MLX
chr17	40729849	40729849	PSMC3IP
chr17	40761357	40761357	TUBG1
chr17	40761445	40761445	FAM134C
chr17	40829048	40829048	PLEKHH3
chr17	40833845	40833845	CCR10
chr17	40834631	40834631	CNTNAP1
chr17	40897114	40897114	EZH1
chr17	40925453	40925453	VPS25
chr17	40932648	40932648	WNK4
chr17	40950743	40950743	COA3
chr17	40976333	40976333	BECN1
chr17	40985158	40985158	PSME3
chr17	41116515	41116515	AARSD1
chr17	41132020	41132020	PTGES3L-AARSD1
chr17	41132545	41132545	PTGES3L
chr17	41132578	41132578	RUNDC1
chr17	41150445	41150445	RPL27
chr17	41158741	41158741	IFI35
chr17	41174459	41174459	VAT1
chr17	41177257	41177257	RND2
chr17	41277500	41277500	BRCA1
chr17	41277573	41277573	NBR2
chr17	41322420	41322420	LOC101929767
chr17	41322986	41322986	NBR1
chr17	41561232	41561232	DHX8
chr17	41623305	41623305	ETV4
chr17	41856368	41856368	DUSP3
chr17	41910547	41910547	MPP3
chr17	42015628	42015628	LINC01976
chr17	42019835	42019835	PPY
chr17	42092397	42092397	TMEM101
chr17	42144987	42144987	LSM12
chr17	42148097	42148097	G6PC3
chr17	42193279	42193279	LOC105371789
chr17	42201014	42201014	HDAC5
chr17	42219269	42219269	C17orf53
chr17	42264085	42264085	ASB16-AS1
chr17	42264353	42264353	TMUB2
chr17	42275529	42275529	ATXN7L3
chr17	42297041	42297041	UBTF
chr17	42402238	42402238	SLC25A39
chr17	42422453	42422453	GRN
chr17	42441235	42441235	FAM171A2
chr17	42466969	42466969	ITGA2B
chr17	42580970	42580970	GPATCH8
chr17	42634811	42634811	FZD2
chr17	42767165	42767165	CCDC43
chr17	42785975	42785975	DBF4B
chr17	42976993	42976993	EFTUD2
chr17	43025079	43025079	KIF18B
chr17	43138497	43138497	DCAKD
chr17	43138666	43138666	NMT1
chr17	43209900	43209900	PLCD3
chr17	43213013	43213013	ACBD4
chr17	43224683	43224683	HEXIM1
chr17	43237540	43237540	HEXIM2
chr17	43248852	43248852	LOC105371795
chr17	43299291	43299291	FMNL1
chr17	43325291	43325291	MAP3K14-AS1
chr17	43394430	43394430	MAP3K14
chr17	43510282	43510282	ARHGAP27
chr17	43568146	43568146	PLEKHM1
chr17	44270272	44270272	KANSL1
chr17	44270938	44270938	KANSL1-AS1
chr17	44372496	44372496	LRRC37A
chr17	44439134	44439134	ARL17B
chr17	44590075	44590075	LRRC37A2
chr17	44657088	44657088	ARL17A
chr17	44668034	44668034	NSF
chr17	44896126	44896126	WNT3
chr17	45000482	45000482	GOSR2
chr17	45266678	45266678	CDC27
chr17	45286713	45286713	MYL4
chr17	45401267	45401267	THCAT158
chr17	45401326	45401326	EFCAB13
chr17	45569986	45569986	MRPL45P2
chr17	45608443	45608443	NPEPPS
chr17	45727203	45727203	KPNB1
chr17	45772629	45772629	TBKBP1
chr17	45899147	45899147	OSBPL7
chr17	45908907	45908907	MRPL10
chr17	45918699	45918699	SCRN2
chr17	45933240	45933240	SP6
chr17	45973182	45973182	LOC102724532
chr17	45973515	45973515	SP2
chr17	46018770	46018770	SP2-AS1
chr17	46018888	46018888	PNPO
chr17	46048321	46048321	CDK5RAP3
chr17	46125666	46125666	NFE2L1
chr17	46178560	46178560	CBX1
chr17	46184946	46184946	SNX11
chr17	46371708	46371708	THRA1-BTR
chr17	46522194	46522194	LOC101927166
chr17	46621712	46621712	HOXB-AS1
chr17	46622393	46622393	HOXB2
chr17	46651810	46651810	HOXB3
chr17	46655743	46655743	HOXB4
chr17	46671103	46671103	HOXB5
chr17	46682334	46682334	HOXB6
chr17	46688383	46688383	HOXB7
chr17	46692301	46692301	HOXB8
chr17	46703835	46703835	HOXB9
chr17	46908349	46908349	CALCOCO2
chr17	46970147	46970147	ATP5G1
chr17	46985730	46985730	UBE2Z
chr17	46986345	46986345	LOC105371814
chr17	47022204	47022204	SNF8
chr17	47074773	47074773	IGF2BP1
chr17	47325604	47325604	FLJ40194
chr17	47439476	47439476	ZNF652
chr17	47439743	47439743	LOC102724596
chr17	47492267	47492267	PHB
chr17	47755525	47755525	SPOP
chr17	47785313	47785313	SLC35B1
chr17	47841518	47841518	FAM117A
chr17	47865980	47865980	KAT7
chr17	47923271	47923271	FLJ45513
chr17	48172638	48172638	PDK2
chr17	48227878	48227878	PPP1R9B
chr17	48292054	48292054	LINC01969
chr17	48423392	48423392	XYLT2
chr17	48450562	48450562	MRPL27
chr17	48450580	48450580	EME1
chr17	48474914	48474914	LRRC59
chr17	48503518	48503518	ACSF2
chr17	48556160	48556160	RSAD1
chr17	48624449	48624449	SPATA20
chr17	48785270	48785270	ANKRD40
chr17	48796925	48796925	LUC7L3
chr17	48943715	48943715	TOB1
chr17	48944039	48944039	TOB1-AS1
chr17	49198226	49198226	SPAG9
chr17	49230896	49230896	NME1-NME2
chr17	49230919	49230919	NME1
chr17	49243632	49243632	NME2
chr17	49337427	49337427	MBTD1
chr17	49337896	49337896	UTP18
chr17	49414075	49414075	LINC02072
chr17	52978051	52978051	TOM1L1
chr17	53046125	53046125	STXBP4
chr17	53046146	53046146	COX11
chr17	53342320	53342320	HLF
chr17	53499341	53499341	MMD
chr17	53828339	53828339	PCTP
chr17	54911459	54911459	DGKE
chr17	54991409	54991409	TRIM25
chr17	55038411	55038411	COIL
chr17	55055467	55055467	SCPEP1
chr17	55162552	55162552	AKAP1
chr17	55333930	55333930	MSI2
chr17	55927433	55927433	MRPS23
chr17	56032684	56032684	CUEDC1
chr17	56065615	56065615	VEZF1
chr17	56084707	56084707	SRSF1
chr17	56160565	56160565	LOC101927666
chr17	56160779	56160779	DYNLL2
chr17	56296666	56296666	MKS1
chr17	56406152	56406152	TSPOAP1
chr17	56414562	56414562	TSPOAP1-AS1
chr17	56429599	56429599	SUPT4H1
chr17	56494943	56494943	RNF43
chr17	56595251	56595251	MTMR4
chr17	56769933	56769933	RAD51C
chr17	56833229	56833229	PPM1E
chr17	57184282	57184282	TRIM37
chr17	57232800	57232800	SKA2
chr17	57232859	57232859	PRR11
chr17	57287370	57287370	SMG8
chr17	57297827	57297827	GDPD1
chr17	57604218	57604218	LINC01476
chr17	57642885	57642885	DHX40
chr17	57697049	57697049	CLTC
chr17	57784825	57784825	VMP1
chr17	57784959	57784959	PTRH2
chr17	57970306	57970306	TUBD1
chr17	57970406	57970406	RPS6KB1
chr17	58042117	58042117	RNFT1
chr17	58042456	58042456	LOC101927755
chr17	58156292	58156292	HEATR6
chr17	58156669	58156669	LOC105371849
chr17	58165828	58165828	WFDC21P
chr17	58180280	58180280	LOC653653
chr17	58469586	58469586	USP32
chr17	58603601	58603601	APPBP2
chr17	58677543	58677543	PPM1D
chr17	58755171	58755171	BCAS3
chr17	59940920	59940920	BRIP1
chr17	60005377	60005377	INTS2
chr17	60142643	60142643	MED13
chr17	60501245	60501245	METTL2A
chr17	60556385	60556385	TLK2
chr17	60704761	60704761	MRC2
chr17	60885862	60885862	LOC101927877
chr17	61523722	61523722	CYB561
chr17	61627795	61627795	DCAF7
chr17	61678230	61678230	TACO1
chr17	61699800	61699800	MAP3K3
chr17	61777519	61777519	LIMD2
chr17	61819330	61819330	STRADA
chr17	61851088	61851088	CCDC47
chr17	61851548	61851548	DDX42
chr17	61904769	61904769	PSMC5
chr17	61905031	61905031	FTSJ3
chr17	61920351	61920351	SMARCD2
chr17	61934375	61934375	TCAM1P
chr17	62050278	62050278	SCN4A
chr17	62075710	62075710	PRR29
chr17	62077259	62077259	PRR29-AS1
chr17	62097994	62097994	ICAM2
chr17	62207502	62207502	ERN1
chr17	62223329	62223329	SNHG25
chr17	62340683	62340683	TEX2
chr17	62407083	62407083	PECAM1
chr17	62461568	62461568	MILR1
chr17	62493184	62493184	POLG2
chr17	62502639	62502639	DDX5
chr17	62502853	62502853	CEP95
chr17	62658386	62658386	SMURF2
chr17	62833302	62833302	PLEKHM1P1
chr17	62915598	62915598	LRRC37A3
chr17	62971703	62971703	AMZ2P1
chr17	63052920	63052920	GNA13
chr17	63096929	63096929	LOC100507002
chr17	64298925	64298925	PRKCA
chr17	65240891	65240891	LOC101928021
chr17	65241319	65241319	HELZ
chr17	65362743	65362743	PSMD12
chr17	65713948	65713948	NOL11
chr17	65821779	65821779	BPTF
chr17	65989765	65989765	C17orf58
chr17	66031717	66031717	KPNA2
chr17	66244144	66244144	AMZ2
chr17	66255322	66255322	ARSG
chr17	66453665	66453665	WIPI1
chr17	66508519	66508519	PRKAR1A
chr17	66624294	66624294	LINC01482
chr17	66951533	66951533	ABCA8
chr17	67231153	67231153	PRO1804
chr17	67311774	67311774	ABCA5
chr17	67481673	67481673	LOC105371880
chr17	70588945	70588945	LINC00673
chr17	71088853	71088853	SLC39A11
chr17	71189172	71189172	COG1
chr17	71228533	71228533	FAM104A
chr17	71228760	71228760	C17orf80
chr17	71308143	71308143	CDC42EP4
chr17	72199794	72199794	RPL38
chr17	72209460	72209460	MGC16275
chr17	72209695	72209695	TTYH2
chr17	72429835	72429835	GPRC5C
chr17	72744750	72744750	SLC9A3R1
chr17	72772564	72772564	NAT9
chr17	72772621	72772621	TMEM104
chr17	72869156	72869156	FDXR
chr17	72983726	72983726	CDR2L
chr17	73008758	73008758	MRPL58
chr17	73043074	73043074	ATP5H
chr17	73043278	73043278	KCTD2
chr17	73084035	73084035	SLC16A5
chr17	73106046	73106046	ARMC7
chr17	73127890	73127890	NT5C
chr17	73150778	73150778	HN1
chr17	73179098	73179098	SUMO2
chr17	73201544	73201544	NUP85
chr17	73257742	73257742	GGA3
chr17	73257748	73257748	MRPS7
chr17	73267311	73267311	MIF4GD
chr17	73267379	73267379	LOC100287042
chr17	73285530	73285530	SLC25A19
chr17	73401789	73401789	GRB2
chr17	73452544	73452544	TMEM94
chr17	73511664	73511664	CASKIN2
chr17	73512608	73512608	TSEN54
chr17	73521782	73521782	LLGL2
chr17	73584138	73584138	MYO15B
chr17	73663195	73663195	SAP30BP
chr17	73663269	73663269	RECQL5
chr17	73761280	73761280	GALK1
chr17	73776016	73776016	H3F3B
chr17	73780919	73780919	UNK
chr17	73840798	73840798	UNC13D
chr17	73851501	73851501	WBP2
chr17	73874656	73874656	TRIM47
chr17	73893084	73893084	TRIM65
chr17	73901181	73901181	MRPL38
chr17	73934313	73934313	FBF1
chr17	73975297	73975297	TEN1
chr17	73975515	73975515	ACOX1
chr17	73996986	73996986	CDK3
chr17	74068607	74068607	SRP68
chr17	74099868	74099868	EXOC7
chr17	74236390	74236390	RNF157
chr17	74261285	74261285	UBALD2
chr17	74350230	74350230	PRPSAP1
chr17	74380689	74380689	SPHK1
chr17	74449288	74449288	UBE2O
chr17	74497509	74497509	RHBDF2
chr17	74553845	74553845	SNHG16
chr17	74639920	74639920	ST6GALNAC1
chr17	74668009	74668009	LOC105274304
chr17	74707087	74707087	MXRA7
chr17	74722881	74722881	JMJD6
chr17	74722911	74722911	METTL23
chr17	74733493	74733493	SRSF2
chr17	74733582	74733582	MFSD11
chr17	74795125	74795125	LINC02080
chr17	75084724	75084724	SNHG20
chr17	75137004	75137004	SEC14L1
chr17	75277491	75277491	SEPT9
chr17	75277979	75277979	LOC105371907
chr17	75724641	75724641	LINC01987
chr17	75880169	75880169	LINC01973
chr17	76107880	76107880	TNRC6C-AS1
chr17	76124875	76124875	TMC6
chr17	76126858	76126858	TMC8
chr17	76142433	76142433	C17orf99
chr17	76164625	76164625	SYNGR2
chr17	76183285	76183285	TK1
chr17	76183397	76183397	AFMID
chr17	76210276	76210276	BIRC5
chr17	76274573	76274573	LINC01993
chr17	76356160	76356160	SOCS3
chr17	76356528	76356528	LOC101928674
chr17	76374698	76374698	PGS1
chr17	76628139	76628139	LINC02081
chr17	76778424	76778424	CYTH1
chr17	76836609	76836609	USP36
chr17	76899299	76899299	CEP295NL
chr17	76976061	76976061	LGALS3BP
chr17	77005899	77005899	CANT1
chr17	77071018	77071018	ENGASE
chr17	77751976	77751976	CBX2
chr17	77770915	77770915	CBX8
chr17	77813213	77813213	CBX4
chr17	78075324	78075324	GAA
chr17	78120982	78120982	EIF4A3
chr17	78194199	78194199	SGSH
chr17	78194199	78194199	SLC26A11
chr17	78234659	78234659	RNF213
chr17	78388966	78388966	ENDOV
chr17	78388968	78388968	LOC100294362
chr17	78518624	78518624	RPTOR
chr17	78965640	78965640	CHMP6
chr17	79008519	79008519	BAIAP2-AS1
chr17	79008946	79008946	BAIAP2
chr17	79196789	79196789	CEP131
chr17	79202506	79202506	LOC105371925
chr17	79212891	79212891	TEPSIN
chr17	79213110	79213110	NDUFAF8
chr17	79269139	79269139	SLC38A10
chr17	79359160	79359160	LOC100130370
chr17	79373520	79373520	BAHCC1
chr17	79479892	79479892	ACTG1
chr17	79519429	79519429	FAAP100
chr17	79604179	79604179	NPLOC4
chr17	79633667	79633667	OXLD1
chr17	79633760	79633760	CCDC137
chr17	79650954	79650954	ARL16
chr17	79650961	79650961	HGS
chr17	79670399	79670399	MRPL12
chr17	79679265	79679265	SLC25A10
chr17	79791170	79791170	MCRIP1
chr17	79792926	79792926	PPP1R27
chr17	79818544	79818544	P4HB
chr17	79829282	79829282	ARHGDIA
chr17	79849462	79849462	ALYREF
chr17	79849588	79849588	ANAPC11
chr17	79869353	79869353	PCYT2
chr17	79876058	79876058	SIRT7
chr17	79885587	79885587	MAFG
chr17	79885704	79885704	MAFG-AS1
chr17	79895204	79895204	PYCR1
chr17	79919057	79919057	NOTUM
chr17	79935425	79935425	ASPSCR1
chr17	79980785	79980785	CENPX
chr17	79981177	79981177	LRRC45
chr17	79989531	79989531	RAC3
chr17	79995573	79995573	DCXR
chr17	80009650	80009650	RFNG
chr17	80009740	80009740	GPS1
chr17	80023697	80023697	DUS1L
chr17	80056106	80056106	FASN
chr17	80170689	80170689	CCDC57
chr17	80186281	80186281	SLC16A3
chr17	80231594	80231594	CSNK1D
chr17	80250690	80250690	LINC01970
chr17	80317122	80317122	TEX19
chr17	80376251	80376251	HEXDC
chr17	80376513	80376513	OGFOD3
chr17	80408707	80408707	C17orf62
chr17	80416539	80416539	NARF
chr17	80477593	80477593	FOXK2
chr17	80606411	80606411	WDR45B
chr17	80656598	80656598	RAB40B
chr17	80674129	80674129	LOC101929552
chr17	80674581	80674581	FN3KRP
chr17	80693451	80693451	FN3K
chr17	80709939	80709939	TBCD
chr17	81009686	81009686	B3GNTL1
chr17	81037566	81037566	METRNL
chr19	70966	70966	WASH5P
chr19	202209	202209	LINC01002
chr19	344841	344841	MIER2
chr19	507496	507496	TPGS1
chr19	531732	531732	CDC34
chr19	544033	544033	GZMM
chr19	572453	572453	BSG
chr19	633568	633568	POLRMT
chr19	663233	663233	RNF126
chr19	676388	676388	FSTL3
chr19	695461	695461	PRSS57
chr19	708952	708952	PALM
chr19	797391	797391	PTBP1
chr19	821952	821952	PLPPR3
chr19	827825	827825	AZU1
chr19	859658	859658	CFD
chr19	893218	893218	MED16
chr19	913225	913225	R3HDM4
chr19	917341	917341	KISS1R
chr19	926036	926036	ARID3A
chr19	984327	984327	WDR18
chr19	1021141	1021141	TMEM259
chr19	1026273	1026273	CNN2
chr19	1040101	1040101	ABCA7
chr19	1067164	1067164	ARHGAP45
chr19	1095391	1095391	POLR2E
chr19	1103924	1103924	GPX4
chr19	1174282	1174282	SBNO2
chr19	1205797	1205797	STK11
chr19	1237990	1237990	CBARP
chr19	1241748	1241748	ATP5D
chr19	1248551	1248551	MIDN
chr19	1269266	1269266	CIRBP
chr19	1275519	1275519	C19orf24
chr19	1354975	1354975	MUM1
chr19	1383882	1383882	NDUFS7
chr19	1401569	1401569	GAMT
chr19	1407567	1407567	DAZAP1
chr19	1438362	1438362	RPS15
chr19	1479228	1479228	C19orf25
chr19	1490449	1490449	PCSK4
chr19	1491003	1491003	REEP6
chr19	1513188	1513188	ADAMTSL5
chr19	1568057	1568057	MEX3D
chr19	1592760	1592760	MBD3
chr19	1605483	1605483	UQCR11
chr19	1652328	1652328	TCF3
chr19	1812275	1812275	ATP8B3
chr19	1848452	1848452	REXO1
chr19	1863564	1863564	KLF16
chr19	1885518	1885518	ABHD17A
chr19	1905212	1905212	ADAT3
chr19	1905212	1905212	SCAMP4
chr19	1941160	1941160	CSNK1G2
chr19	2015702	2015702	BTBD2
chr19	2051243	2051243	MKNK2
chr19	2096269	2096269	MOB3A
chr19	2151556	2151556	AP3D1
chr19	2164147	2164147	DOT1L
chr19	2236352	2236352	PLEKHJ1
chr19	2236815	2236815	SF3A2
chr19	2249277	2249277	AMH
chr19	2256422	2256422	JSRP1
chr19	2269484	2269484	OAZ1
chr19	2328614	2328614	LSM7
chr19	2328628	2328628	SPPL2B
chr19	2427914	2427914	TIMM13
chr19	2456966	2456966	LMNB2
chr19	2476122	2476122	GADD45B
chr19	2721390	2721390	DIRAS1
chr19	2740074	2740074	SLC39A3
chr19	2783354	2783354	SGTA
chr19	2785457	2785457	THOP1
chr19	2819871	2819871	ZNF554
chr19	2841432	2841432	ZNF555
chr19	2900895	2900895	ZNF57
chr19	2944969	2944969	ZNF77
chr19	2977535	2977535	TLE6
chr19	3029165	3029165	TLE2
chr19	3062371	3062371	AES
chr19	3094407	3094407	GNA11
chr19	3155173	3155173	LOC100996351
chr19	3185874	3185874	NCLN
chr19	3366564	3366564	NFIC
chr19	3480540	3480540	SMIM24
chr19	3500621	3500621	DOHH
chr19	3522953	3522953	FZR1
chr19	3557582	3557582	MFSD12
chr19	3572942	3572942	HMG20B
chr19	3585568	3585568	GIPC3
chr19	3606831	3606831	TBXA2R
chr19	3626813	3626813	CACTIN
chr19	3700477	3700477	PIP5K1C
chr19	3761673	3761673	APBA3
chr19	3762664	3762664	MRPL54
chr19	3786415	3786415	MATK
chr19	3971121	3971121	DAPK3
chr19	3985461	3985461	EEF2
chr19	4007595	4007595	PIAS4
chr19	4066943	4066943	ZBTB7A
chr19	4124126	4124126	MAP2K2
chr19	4182601	4182601	SIRT6
chr19	4247066	4247066	CCDC94
chr19	4338847	4338847	STAP2
chr19	4343523	4343523	MPND
chr19	4400565	4400565	SH3GL1
chr19	4402659	4402659	CHAF1A
chr19	4457791	4457791	UBXN6
chr19	4472192	4472192	HDGFRP2
chr19	4540036	4540036	LRG1
chr19	4559771	4559771	SEMA6B
chr19	4639526	4639526	TNFAIP8L1
chr19	4670415	4670415	MYDGF
chr19	4679293	4679293	DPP9-AS1
chr19	4723855	4723855	DPP9
chr19	4791727	4791727	FEM1A
chr19	4831754	4831754	TICAM1
chr19	4867780	4867780	PLIN3
chr19	4910378	4910378	UHRF1
