chrom	chromStart	chromEnd	name	EffectSize	chrTSS	startTSS	endTSS	measuredGeneSymbol	Significant	pValueAdjusted	PowerAtEffectSize10	PowerAtEffectSize25	PowerAtEffectSize50	ValidConnection	CellType	Reference
chr3	128504842	128505342	CNBP|chr3:128223685-128224185	0.05185066	chr3	128902810	128902810	CNBP	FALSE	0.987061900069	NA	0.999999999286	NA	TRUE	K562	Fulco2019
chr3	128504842	128505342	H1FX|chr3:128223685-128224185	-0.002134951	chr3	129035120	129035120	H1FX	FALSE	0.986890353432	NA	1	NA	TRUE	K562	Fulco2019
chr3	128504842	128505342	RAB7A|chr3:128223685-128224185	0.06188035	chr3	128444978	128444978	RAB7A	FALSE	0.819906152325	NA	0.994873018796	NA	TRUE	K562	Fulco2019
chr3	128504842	128505342	RPN1|chr3:128223685-128224185	0.02223608	chr3	128369719	128369719	RPN1	FALSE	0.946246070925	NA	1	NA	TRUE	K562	Fulco2019
chr3	128504842	128505342	SEC61A1|chr3:128223685-128224185	0.0320431	chr3	127771211	127771211	SEC61A1	FALSE	0.911219523997	NA	0.999999995021	NA	TRUE	K562	Fulco2019
chr3	128532862	128533362	CNBP|chr3:128251705-128252205	-0.00751239	chr3	128902810	128902810	CNBP	FALSE	0.999866357175	NA	0.999678206318	NA	TRUE	K562	Fulco2019
chr3	128532862	128533362	H1FX|chr3:128251705-128252205	-0.038422549	chr3	129035120	129035120	H1FX	FALSE	0.840075530853	NA	0.999999998526	NA	TRUE	K562	Fulco2019
chr3	128532862	128533362	RAB7A|chr3:128251705-128252205	0.01030934	chr3	128444978	128444978	RAB7A	FALSE	0.931619317634	NA	0.872735592329	NA	TRUE	K562	Fulco2019
chr3	128532862	128533362	RPN1|chr3:128251705-128252205	0.1257766	chr3	128369719	128369719	RPN1	TRUE	0.0219230893861	NA	0.999827216907	NA	TRUE	K562	Fulco2019
chr3	128532862	128533362	SEC61A1|chr3:128251705-128252205	0.09468097	chr3	127771211	127771211	SEC61A1	FALSE	0.585830064326	NA	0.999083697823	NA	TRUE	K562	Fulco2019
chr3	128547302	128547802	CNBP|chr3:128266145-128266645	0.00735501	chr3	128902810	128902810	CNBP	FALSE	0.999866357175	NA	0.999999112907	NA	TRUE	K562	Fulco2019
chr3	128547302	128547802	H1FX|chr3:128266145-128266645	-0.020273013	chr3	129035120	129035120	H1FX	FALSE	0.8567872203910001	NA	1	NA	TRUE	K562	Fulco2019
chr3	128547302	128547802	RAB7A|chr3:128266145-128266645	0.04403612	chr3	128444978	128444978	RAB7A	FALSE	0.885983676215	NA	0.992405388101	NA	TRUE	K562	Fulco2019
chr3	128547302	128547802	RPN1|chr3:128266145-128266645	-0.06939793	chr3	128369719	128369719	RPN1	FALSE	0.126817989046	NA	1	NA	TRUE	K562	Fulco2019
chr3	128547302	128547802	SEC61A1|chr3:128266145-128266645	-0.0072704	chr3	127771211	127771211	SEC61A1	FALSE	0.966872047491	NA	0.999998319581	NA	TRUE	K562	Fulco2019
chr3	128548662	128549682	CNBP|chr3:128267505-128268525	-0.00739543	chr3	128902810	128902810	CNBP	FALSE	0.999866357175	NA	1	NA	TRUE	K562	Fulco2019
chr3	128548662	128549682	H1FX|chr3:128267505-128268525	0.007415396	chr3	129035120	129035120	H1FX	FALSE	0.922858087588	NA	1	NA	TRUE	K562	Fulco2019
chr3	128548662	128549682	RAB7A|chr3:128267505-128268525	-0.02570726	chr3	128444978	128444978	RAB7A	FALSE	0.893428736285	NA	0.999995718824	NA	TRUE	K562	Fulco2019
chr3	128548662	128549682	RPN1|chr3:128267505-128268525	-0.01472356	chr3	128369719	128369719	RPN1	FALSE	0.946246070925	NA	1	NA	TRUE	K562	Fulco2019
chr3	128548662	128549682	SEC61A1|chr3:128267505-128268525	0.01325971	chr3	127771211	127771211	SEC61A1	FALSE	0.911219523997	NA	1	NA	TRUE	K562	Fulco2019
chr3	128553962	128554542	CNBP|chr3:128272805-128273385	0.02299908	chr3	128902810	128902810	CNBP	FALSE	0.987061900069	NA	1	NA	TRUE	K562	Fulco2019
chr3	128553962	128554542	H1FX|chr3:128272805-128273385	0.009162954	chr3	129035120	129035120	H1FX	FALSE	0.922858087588	NA	1	NA	TRUE	K562	Fulco2019
chr3	128553962	128554542	RAB7A|chr3:128272805-128273385	-0.01372748	chr3	128444978	128444978	RAB7A	FALSE	0.924538724495	NA	0.995758541883	NA	TRUE	K562	Fulco2019
chr3	128553962	128554542	RPN1|chr3:128272805-128273385	0.01215357	chr3	128369719	128369719	RPN1	FALSE	0.946246070925	NA	1	NA	TRUE	K562	Fulco2019
chr3	128553962	128554542	SEC61A1|chr3:128272805-128273385	-0.01297507	chr3	127771211	127771211	SEC61A1	FALSE	0.95557969792	NA	0.999999999997	NA	TRUE	K562	Fulco2019
chr3	128573702	128574302	CNBP|chr3:128292545-128293145	-0.03582157	chr3	128902810	128902810	CNBP	FALSE	0.987061900069	NA	0.99999999999	NA	TRUE	K562	Fulco2019
chr3	128573702	128574302	H1FX|chr3:128292545-128293145	0.039227668	chr3	129035120	129035120	H1FX	FALSE	0.739569989674	NA	0.996833918953	NA	TRUE	K562	Fulco2019
chr3	128573702	128574302	RAB7A|chr3:128292545-128293145	-0.08622133	chr3	128444978	128444978	RAB7A	FALSE	0.7128214604530001	NA	0.998226025245	NA	TRUE	K562	Fulco2019
chr3	128573702	128574302	RPN1|chr3:128292545-128293145	0.00918114	chr3	128369719	128369719	RPN1	FALSE	0.975990754557	NA	1	NA	TRUE	K562	Fulco2019
chr3	128573702	128574302	SEC61A1|chr3:128292545-128293145	-0.00845104	chr3	127771211	127771211	SEC61A1	FALSE	0.966872047491	NA	1	NA	TRUE	K562	Fulco2019
chr3	128577782	128578342	CNBP|chr3:128296625-128297185	-0.00507083	chr3	128902810	128902810	CNBP	FALSE	0.999866357175	NA	0.999999999999	NA	TRUE	K562	Fulco2019
chr3	128577782	128578342	H1FX|chr3:128296625-128297185	9.47857e-4	chr3	129035120	129035120	H1FX	FALSE	0.9959994477299998	NA	0.999999749866	NA	TRUE	K562	Fulco2019
chr3	128577782	128578342	RAB7A|chr3:128296625-128297185	-0.04160855	chr3	128444978	128444978	RAB7A	FALSE	0.885983676215	NA	0.999659594651	NA	TRUE	K562	Fulco2019
chr3	128577782	128578342	RPN1|chr3:128296625-128297185	0.0179096	chr3	128369719	128369719	RPN1	FALSE	0.946246070925	NA	1	NA	TRUE	K562	Fulco2019
chr3	128577782	128578342	SEC61A1|chr3:128296625-128297185	6.6399e-4	chr3	127771211	127771211	SEC61A1	FALSE	0.966872047491	NA	0.999999999998	NA	TRUE	K562	Fulco2019
chr3	128584302	128584802	CNBP|chr3:128303145-128303645	0.02530444	chr3	128902810	128902810	CNBP	FALSE	0.987061900069	NA	0.999999999983	NA	TRUE	K562	Fulco2019
chr3	128584302	128584802	H1FX|chr3:128303145-128303645	0.028819661	chr3	129035120	129035120	H1FX	FALSE	0.739569989674	NA	1	NA	TRUE	K562	Fulco2019
chr3	128584302	128584802	RAB7A|chr3:128303145-128303645	-0.05012144	chr3	128444978	128444978	RAB7A	FALSE	0.819906152325	NA	0.99979202121	NA	TRUE	K562	Fulco2019
chr3	128584302	128584802	RPN1|chr3:128303145-128303645	0.03526432	chr3	128369719	128369719	RPN1	FALSE	0.914409723763	NA	1	NA	TRUE	K562	Fulco2019
chr3	128584302	128584802	SEC61A1|chr3:128303145-128303645	0.02507455	chr3	127771211	127771211	SEC61A1	FALSE	0.911219523997	NA	1	NA	TRUE	K562	Fulco2019
chr3	128585122	128585722	CNBP|chr3:128303965-128304565	0.02168283	chr3	128902810	128902810	CNBP	FALSE	0.987061900069	NA	0.999999342135	NA	TRUE	K562	Fulco2019
chr3	128585122	128585722	H1FX|chr3:128303965-128304565	0.023780025	chr3	129035120	129035120	H1FX	FALSE	0.8567872203910001	NA	0.999999975911	NA	TRUE	K562	Fulco2019
chr3	128585122	128585722	RAB7A|chr3:128303965-128304565	0.04897939	chr3	128444978	128444978	RAB7A	FALSE	0.8918941452079999	NA	0.991202666648	NA	TRUE	K562	Fulco2019
chr3	128585122	128585722	RPN1|chr3:128303965-128304565	0.02458003	chr3	128369719	128369719	RPN1	FALSE	0.946246070925	NA	1	NA	TRUE	K562	Fulco2019
chr3	128585122	128585722	SEC61A1|chr3:128303965-128304565	0.00456256	chr3	127771211	127771211	SEC61A1	FALSE	0.966872047491	NA	0.999992838723	NA	TRUE	K562	Fulco2019
chr3	128590882	128591462	CNBP|chr3:128309725-128310305	0.01525988	chr3	128902810	128902810	CNBP	FALSE	0.987061900069	NA	0.999999999644	NA	TRUE	K562	Fulco2019
chr3	128590882	128591462	H1FX|chr3:128309725-128310305	0.015176677	chr3	129035120	129035120	H1FX	FALSE	0.867388190256	NA	1	NA	TRUE	K562	Fulco2019
chr3	128590882	128591462	RAB7A|chr3:128309725-128310305	0.05950096	chr3	128444978	128444978	RAB7A	FALSE	0.819906152325	NA	0.997073664587	NA	TRUE	K562	Fulco2019
chr3	128590882	128591462	RPN1|chr3:128309725-128310305	0.01893621	chr3	128369719	128369719	RPN1	FALSE	0.946246070925	NA	1	NA	TRUE	K562	Fulco2019
chr3	128590882	128591462	SEC61A1|chr3:128309725-128310305	0.03440589	chr3	127771211	127771211	SEC61A1	FALSE	0.911219523997	NA	0.999999999986	NA	TRUE	K562	Fulco2019
chr3	128606082	128606582	H1FX|chr3:128324925-128325425	-8.80778e-4	chr3	129035120	129035120	H1FX	FALSE	0.999826763375	NA	0.845105078681	NA	TRUE	K562	Fulco2019
chr3	128649982	128650482	CNBP|chr3:128368825-128369325	-0.03632998	chr3	128902810	128902810	CNBP	FALSE	0.987061900069	NA	1	NA	PromoterElement	K562	Fulco2019
chr3	128649982	128650482	H1FX|chr3:128368825-128369325	-6.6771e-5	chr3	129035120	129035120	H1FX	FALSE	0.999826763375	NA	1	NA	PromoterElement	K562	Fulco2019
chr3	128649982	128650482	RAB7A|chr3:128368825-128369325	0.00977897	chr3	128444978	128444978	RAB7A	FALSE	0.924538724495	NA	0.996623283094	NA	PromoterElement	K562	Fulco2019
chr3	128649982	128650482	SEC61A1|chr3:128368825-128369325	-0.00993964	chr3	127771211	127771211	SEC61A1	FALSE	0.966872047491	NA	0.999999999981	NA	PromoterElement	K562	Fulco2019
chr3	128650626	128651642	CNBP|chr3:128369469-128370485	-0.01897038	chr3	128902810	128902810	CNBP	FALSE	0.999866357175	NA	0.999999840417	NA	PromoterElement	K562	Fulco2019
chr3	128650626	128651642	H1FX|chr3:128369469-128370485	-0.017567439	chr3	129035120	129035120	H1FX	FALSE	0.8567872203910001	NA	1	NA	PromoterElement	K562	Fulco2019
chr3	128650626	128651642	RAB7A|chr3:128369469-128370485	-0.08459212	chr3	128444978	128444978	RAB7A	FALSE	0.7128214604530001	NA	0.99929605261	NA	PromoterElement	K562	Fulco2019
chr3	128650626	128651642	SEC61A1|chr3:128369469-128370485	-0.01447096	chr3	127771211	127771211	SEC61A1	FALSE	0.95557969792	NA	0.999999999867	NA	PromoterElement	K562	Fulco2019
chr3	128680502	128681002	CNBP|chr3:128399345-128399845	0.00508703	chr3	128902810	128902810	CNBP	FALSE	0.999866357175	NA	0.999999999604	NA	TRUE	K562	Fulco2019
chr3	128680502	128681002	H1FX|chr3:128399345-128399845	-0.007814658	chr3	129035120	129035120	H1FX	FALSE	0.960432259451	NA	1	NA	TRUE	K562	Fulco2019
chr3	128680502	128681002	RAB7A|chr3:128399345-128399845	-0.06363517	chr3	128444978	128444978	RAB7A	FALSE	0.819906152325	NA	0.995831965155	NA	TRUE	K562	Fulco2019
chr3	128680502	128681002	RPN1|chr3:128399345-128399845	-0.06613974	chr3	128369719	128369719	RPN1	FALSE	0.142362018638	NA	1	NA	TRUE	K562	Fulco2019
chr3	128680502	128681002	SEC61A1|chr3:128399345-128399845	-0.00462808	chr3	127771211	127771211	SEC61A1	FALSE	0.984191627496	NA	0.999999994549	NA	TRUE	K562	Fulco2019
chr3	128723222	128723762	CNBP|chr3:128442065-128442605	0.01467023	chr3	128902810	128902810	CNBP	FALSE	0.999866357175	NA	0.99972118738	NA	TRUE	K562	Fulco2019
chr3	128723222	128723762	H1FX|chr3:128442065-128442605	-0.066381595	chr3	129035120	129035120	H1FX	FALSE	0.372118260855	NA	1	NA	TRUE	K562	Fulco2019
chr3	128723222	128723762	RAB7A|chr3:128442065-128442605	-0.18367001	chr3	128444978	128444978	RAB7A	FALSE	0.13044114282	NA	0.917958779003	NA	TRUE	K562	Fulco2019
chr3	128723222	128723762	RPN1|chr3:128442065-128442605	0.03127904	chr3	128369719	128369719	RPN1	FALSE	0.946246070925	NA	0.999999999975	NA	TRUE	K562	Fulco2019
chr3	128723222	128723762	SEC61A1|chr3:128442065-128442605	0.00212688	chr3	127771211	127771211	SEC61A1	FALSE	0.966872047491	NA	0.999998086865	NA	TRUE	K562	Fulco2019
chr3	128763882	128764382	CNBP|chr3:128482725-128483225	-0.00954268	chr3	128902810	128902810	CNBP	FALSE	0.999866357175	NA	0.99998750364	NA	TRUE	K562	Fulco2019
chr3	128763882	128764382	H1FX|chr3:128482725-128483225	0.003177108	chr3	129035120	129035120	H1FX	FALSE	0.986890353432	NA	0.999999999327	NA	TRUE	K562	Fulco2019
chr3	128763882	128764382	RPN1|chr3:128482725-128483225	0.03242023	chr3	128369719	128369719	RPN1	FALSE	0.946246070925	NA	0.999999990749	NA	TRUE	K562	Fulco2019
chr3	128763882	128764382	SEC61A1|chr3:128482725-128483225	-0.01663967	chr3	127771211	127771211	SEC61A1	FALSE	0.95557969792	NA	0.999998952576	NA	TRUE	K562	Fulco2019
chr3	128784242	128784742	CNBP|chr3:128503085-128503585	-0.00864655	chr3	128902810	128902810	CNBP	FALSE	0.999866357175	NA	0.99999912167	NA	TRUE	K562	Fulco2019
chr3	128784242	128784742	H1FX|chr3:128503085-128503585	0.044958442	chr3	129035120	129035120	H1FX	FALSE	0.666051957357	NA	0.999999936202	NA	TRUE	K562	Fulco2019
chr3	128784242	128784742	RPN1|chr3:128503085-128503585	0.01086446	chr3	128369719	128369719	RPN1	FALSE	0.975990754557	NA	1	NA	TRUE	K562	Fulco2019
chr3	128784242	128784742	SEC61A1|chr3:128503085-128503585	-0.01799186	chr3	127771211	127771211	SEC61A1	FALSE	0.926544465449	NA	0.999999988804	NA	TRUE	K562	Fulco2019
chr3	128787842	128788342	CNBP|chr3:128506685-128507185	-0.02665484	chr3	128902810	128902810	CNBP	FALSE	0.999866357175	NA	0.829528885673	NA	TRUE	K562	Fulco2019
chr3	128787842	128788342	H1FX|chr3:128506685-128507185	-0.075250407	chr3	129035120	129035120	H1FX	FALSE	0.810288669462	NA	0.984896701538	NA	TRUE	K562	Fulco2019
chr3	128787842	128788342	RPN1|chr3:128506685-128507185	-0.04213602	chr3	128369719	128369719	RPN1	FALSE	0.946246070925	NA	0.847624578405	NA	TRUE	K562	Fulco2019
chr3	128794282	128794802	CNBP|chr3:128513125-128513645	0.12998793	chr3	128902810	128902810	CNBP	FALSE	0.508480477717	NA	0.958720579482	NA	TRUE	K562	Fulco2019
chr3	128794282	128794802	H1FX|chr3:128513125-128513645	0.042984347	chr3	129035120	129035120	H1FX	FALSE	0.8326867447380001	NA	0.99999558268	NA	TRUE	K562	Fulco2019
chr3	128794282	128794802	RPN1|chr3:128513125-128513645	0.00906851	chr3	128369719	128369719	RPN1	FALSE	0.975990754557	NA	0.999999892638	NA	TRUE	K562	Fulco2019
chr3	128794282	128794802	SEC61A1|chr3:128513125-128513645	-0.00934813	chr3	127771211	127771211	SEC61A1	FALSE	0.966872047491	NA	0.997745719333	NA	TRUE	K562	Fulco2019
chr3	128794942	128795442	CNBP|chr3:128513785-128514285	0.07910811	chr3	128902810	128902810	CNBP	FALSE	0.987061900069	NA	0.999981049851	NA	TRUE	K562	Fulco2019
chr3	128794942	128795442	H1FX|chr3:128513785-128514285	0.029473818	chr3	129035120	129035120	H1FX	FALSE	0.8567872203910001	NA	0.99999995694	NA	TRUE	K562	Fulco2019
chr3	128794942	128795442	RPN1|chr3:128513785-128514285	-0.03420634	chr3	128369719	128369719	RPN1	FALSE	0.946246070925	NA	0.999999982809	NA	TRUE	K562	Fulco2019
chr3	128794942	128795442	SEC61A1|chr3:128513785-128514285	-0.01056201	chr3	127771211	127771211	SEC61A1	FALSE	0.966872047491	NA	0.999981097917	NA	TRUE	K562	Fulco2019
chr3	128804062	128804562	CNBP|chr3:128522905-128523405	0.02124898	chr3	128902810	128902810	CNBP	FALSE	0.987061900069	NA	0.999957180721	NA	TRUE	K562	Fulco2019
chr3	128804062	128804562	H1FX|chr3:128522905-128523405	0.034557366	chr3	129035120	129035120	H1FX	FALSE	0.8326867447380001	NA	0.999999999994	NA	TRUE	K562	Fulco2019
chr3	128804062	128804562	RPN1|chr3:128522905-128523405	0.0217537	chr3	128369719	128369719	RPN1	FALSE	0.946246070925	NA	0.999999998121	NA	TRUE	K562	Fulco2019
chr3	128804062	128804562	SEC61A1|chr3:128522905-128523405	0.01398703	chr3	127771211	127771211	SEC61A1	FALSE	0.926544465449	NA	0.999995711761	NA	TRUE	K562	Fulco2019
chr3	128805722	128806302	CNBP|chr3:128524565-128525145	-0.05562935	chr3	128902810	128902810	CNBP	FALSE	0.987061900069	NA	0.999162177242	NA	TRUE	K562	Fulco2019
chr3	128805722	128806302	H1FX|chr3:128524565-128525145	0.01186142	chr3	129035120	129035120	H1FX	FALSE	0.973977597806	NA	0.999998622461	NA	TRUE	K562	Fulco2019
chr3	128805722	128806302	RPN1|chr3:128524565-128525145	0.00136515	chr3	128369719	128369719	RPN1	FALSE	0.997748596059	NA	0.999997943465	NA	TRUE	K562	Fulco2019
chr3	128805722	128806302	SEC61A1|chr3:128524565-128525145	0.0119835	chr3	127771211	127771211	SEC61A1	FALSE	0.95557969792	NA	0.996013875313	NA	TRUE	K562	Fulco2019
chr3	128842142	128842682	CNBP|chr3:128560985-128561525	0.03255345	chr3	128902810	128902810	CNBP	FALSE	0.987061900069	NA	0.995372344783	NA	TRUE	K562	Fulco2019
chr3	128842142	128842682	H1FX|chr3:128560985-128561525	0.012283264	chr3	129035120	129035120	H1FX	FALSE	0.922858087588	NA	0.999999999992	NA	TRUE	K562	Fulco2019
chr3	128842142	128842682	RAB7A|chr3:128560985-128561525	0.08516121	chr3	128444978	128444978	RAB7A	FALSE	0.819906152325	NA	0.954515219433	NA	TRUE	K562	Fulco2019
chr3	128842142	128842682	RPN1|chr3:128560985-128561525	0.0234508	chr3	128369719	128369719	RPN1	FALSE	0.946246070925	NA	0.999999999886	NA	TRUE	K562	Fulco2019
chr3	128842142	128842682	SEC61A1|chr3:128560985-128561525	0.07141288	chr3	127771211	127771211	SEC61A1	FALSE	0.655273450941	NA	0.961988212436	NA	TRUE	K562	Fulco2019
chr3	128845722	128846242	CNBP|chr3:128564565-128565085	-0.02198433	chr3	128902810	128902810	CNBP	FALSE	0.999866357175	NA	1	NA	TRUE	K562	Fulco2019
chr3	128845722	128846242	H1FX|chr3:128564565-128565085	-0.034981306	chr3	129035120	129035120	H1FX	FALSE	0.666051957357	NA	1	NA	TRUE	K562	Fulco2019
chr3	128845722	128846242	RAB7A|chr3:128564565-128565085	-0.0803241	chr3	128444978	128444978	RAB7A	FALSE	0.602976103837	NA	0.999983165875	NA	TRUE	K562	Fulco2019
chr3	128845722	128846242	RPN1|chr3:128564565-128565085	0.0192482	chr3	128369719	128369719	RPN1	FALSE	0.946246070925	NA	1	NA	TRUE	K562	Fulco2019
chr3	128845722	128846242	SEC61A1|chr3:128564565-128565085	0.00484888	chr3	127771211	127771211	SEC61A1	FALSE	0.95557969792	NA	1	NA	TRUE	K562	Fulco2019
chr3	128864862	128865842	CNBP|chr3:128583705-128584685	-0.03331526	chr3	128902810	128902810	CNBP	FALSE	0.987061900069	NA	0.999999884717	NA	TRUE	K562	Fulco2019
chr3	128864862	128865842	H1FX|chr3:128583705-128584685	-0.029076924	chr3	129035120	129035120	H1FX	FALSE	0.8326867447380001	NA	1	NA	TRUE	K562	Fulco2019
chr3	128864862	128865842	RAB7A|chr3:128583705-128584685	-0.12543837	chr3	128444978	128444978	RAB7A	FALSE	0.223314997209	NA	0.999268503552	NA	TRUE	K562	Fulco2019
chr3	128864862	128865842	RPN1|chr3:128583705-128584685	0.03136263	chr3	128369719	128369719	RPN1	FALSE	0.946246070925	NA	1	NA	TRUE	K562	Fulco2019
chr3	128864862	128865842	SEC61A1|chr3:128583705-128584685	0.01497764	chr3	127771211	127771211	SEC61A1	FALSE	0.911219523997	NA	0.999999985114	NA	TRUE	K562	Fulco2019
chr3	128875482	128876002	CNBP|chr3:128594325-128594845	0.03511422	chr3	128902810	128902810	CNBP	FALSE	0.987061900069	NA	0.999999999889	NA	TRUE	K562	Fulco2019
chr3	128875482	128876002	H1FX|chr3:128594325-128594845	-0.004471568	chr3	129035120	129035120	H1FX	FALSE	0.985603259896	NA	1	NA	TRUE	K562	Fulco2019
chr3	128875482	128876002	RAB7A|chr3:128594325-128594845	0.02971912	chr3	128444978	128444978	RAB7A	FALSE	0.920943281273	NA	0.996519812443	NA	TRUE	K562	Fulco2019
chr3	128875482	128876002	RPN1|chr3:128594325-128594845	-0.01473994	chr3	128369719	128369719	RPN1	FALSE	0.946246070925	NA	1	NA	TRUE	K562	Fulco2019
chr3	128875482	128876002	SEC61A1|chr3:128594325-128594845	-0.01865766	chr3	127771211	127771211	SEC61A1	FALSE	0.926544465449	NA	0.999999964498	NA	TRUE	K562	Fulco2019
chr3	128991282	128992122	CNBP|chr3:128710125-128710965	0.03492556	chr3	128902810	128902810	CNBP	FALSE	0.987061900069	NA	0.999856215071	NA	PromoterElement	K562	Fulco2019
chr3	128991282	128992122	H1FX|chr3:128710125-128710965	-0.00247457	chr3	129035120	129035120	H1FX	FALSE	0.986890353432	NA	1	NA	PromoterElement	K562	Fulco2019
chr3	128991282	128992122	RAB7A|chr3:128710125-128710965	0.1175367	chr3	128444978	128444978	RAB7A	FALSE	0.613707876374	NA	0.972244441947	NA	PromoterElement	K562	Fulco2019
chr3	128991282	128992122	RPN1|chr3:128710125-128710965	-0.00163735	chr3	128369719	128369719	RPN1	FALSE	0.983960746455	NA	1	NA	PromoterElement	K562	Fulco2019
chr3	128991282	128992122	SEC61A1|chr3:128710125-128710965	-0.03082433	chr3	127771211	127771211	SEC61A1	FALSE	0.911219523997	NA	0.999969133443	NA	PromoterElement	K562	Fulco2019
chr3	128993902	128994422	CNBP|chr3:128712745-128713265	-0.02797667	chr3	128902810	128902810	CNBP	FALSE	0.988298666184	NA	1	NA	PromoterElement	K562	Fulco2019
chr3	128993902	128994422	H1FX|chr3:128712745-128713265	-0.037451071	chr3	129035120	129035120	H1FX	FALSE	0.7245471263850001	NA	1	NA	PromoterElement	K562	Fulco2019
chr3	128993902	128994422	RAB7A|chr3:128712745-128713265	-0.00973056	chr3	128444978	128444978	RAB7A	FALSE	0.924538724495	NA	0.997151723874	NA	PromoterElement	K562	Fulco2019
chr3	128993902	128994422	RPN1|chr3:128712745-128713265	-8.349e-4	chr3	128369719	128369719	RPN1	FALSE	0.983960746455	NA	1	NA	PromoterElement	K562	Fulco2019
chr3	128993902	128994422	SEC61A1|chr3:128712745-128713265	-0.02314898	chr3	127771211	127771211	SEC61A1	FALSE	0.911219523997	NA	0.999999999814	NA	PromoterElement	K562	Fulco2019
chr3	129013382	129013882	CNBP|chr3:128732225-128732725	-0.05986095	chr3	128902810	128902810	CNBP	FALSE	0.987061900069	NA	0.961105814072	NA	TRUE	K562	Fulco2019
chr3	129013382	129013882	H1FX|chr3:128732225-128732725	-0.046228271	chr3	129035120	129035120	H1FX	FALSE	0.8567872203910001	NA	0.999601437151	NA	TRUE	K562	Fulco2019
chr3	129013382	129013882	RPN1|chr3:128732225-128732725	-0.02191145	chr3	128369719	128369719	RPN1	FALSE	0.946246070925	NA	0.999262773846	NA	TRUE	K562	Fulco2019
chr3	129013382	129013882	SEC61A1|chr3:128732225-128732725	0.07703609	chr3	127771211	127771211	SEC61A1	FALSE	0.911219523997	NA	0.937029172741	NA	TRUE	K562	Fulco2019
chr3	129015702	129016262	CNBP|chr3:128734545-128735105	-0.01134982	chr3	128902810	128902810	CNBP	FALSE	0.999866357175	NA	0.999999969611	NA	TRUE	K562	Fulco2019
chr3	129015702	129016262	H1FX|chr3:128734545-128735105	-0.013130033	chr3	129035120	129035120	H1FX	FALSE	0.922858087588	NA	1	NA	TRUE	K562	Fulco2019
chr3	129015702	129016262	RAB7A|chr3:128734545-128735105	0.03355574	chr3	128444978	128444978	RAB7A	FALSE	0.893428736285	NA	0.995058119937	NA	TRUE	K562	Fulco2019
chr3	129015702	129016262	RPN1|chr3:128734545-128735105	0.00610804	chr3	128369719	128369719	RPN1	FALSE	0.978507487373	NA	1	NA	TRUE	K562	Fulco2019
chr3	129015702	129016262	SEC61A1|chr3:128734545-128735105	-0.03396626	chr3	127771211	127771211	SEC61A1	FALSE	0.911219523997	NA	0.999999930942	NA	TRUE	K562	Fulco2019
chr3	129016522	129017442	CNBP|chr3:128735365-128736285	-0.02733621	chr3	128902810	128902810	CNBP	FALSE	0.987061900069	NA	1	NA	TRUE	K562	Fulco2019
chr3	129016522	129017442	H1FX|chr3:128735365-128736285	0.014824766	chr3	129035120	129035120	H1FX	FALSE	0.860007705589	NA	1	NA	TRUE	K562	Fulco2019
chr3	129016522	129017442	RAB7A|chr3:128735365-128736285	-0.05094315	chr3	128444978	128444978	RAB7A	FALSE	0.819906152325	NA	0.999989633676	NA	TRUE	K562	Fulco2019
chr3	129016522	129017442	RPN1|chr3:128735365-128736285	-0.01131088	chr3	128369719	128369719	RPN1	FALSE	0.946246070925	NA	1	NA	TRUE	K562	Fulco2019
chr3	129016522	129017442	SEC61A1|chr3:128735365-128736285	-0.03523047	chr3	127771211	127771211	SEC61A1	FALSE	0.911219523997	NA	1	NA	TRUE	K562	Fulco2019
chr3	129022242	129022742	CNBP|chr3:128741085-128741585	-0.02759197	chr3	128902810	128902810	CNBP	FALSE	0.987061900069	NA	1	NA	TRUE	K562	Fulco2019
chr3	129022242	129022742	H1FX|chr3:128741085-128741585	-0.014093087	chr3	129035120	129035120	H1FX	FALSE	0.908989384144	NA	1	NA	TRUE	K562	Fulco2019
chr3	129022242	129022742	RAB7A|chr3:128741085-128741585	0.03061428	chr3	128444978	128444978	RAB7A	FALSE	0.893428736285	NA	0.998835092729	NA	TRUE	K562	Fulco2019
chr3	129022242	129022742	RPN1|chr3:128741085-128741585	-0.01094546	chr3	128369719	128369719	RPN1	FALSE	0.946246070925	NA	1	NA	TRUE	K562	Fulco2019
chr3	129022242	129022742	SEC61A1|chr3:128741085-128741585	-0.02083364	chr3	127771211	127771211	SEC61A1	FALSE	0.911219523997	NA	1	NA	TRUE	K562	Fulco2019
chr3	129026922	129027422	CNBP|chr3:128745765-128746265	-0.05639277	chr3	128902810	128902810	CNBP	FALSE	0.987061900069	NA	1	NA	TRUE	K562	Fulco2019
chr3	129026922	129027422	H1FX|chr3:128745765-128746265	0.008241447	chr3	129035120	129035120	H1FX	FALSE	0.922858087588	NA	1	NA	TRUE	K562	Fulco2019
chr3	129026922	129027422	RAB7A|chr3:128745765-128746265	-0.03197966	chr3	128444978	128444978	RAB7A	FALSE	0.893428736285	NA	0.999924532654	NA	TRUE	K562	Fulco2019
chr3	129026922	129027422	RPN1|chr3:128745765-128746265	-0.007502	chr3	128369719	128369719	RPN1	FALSE	0.946246070925	NA	1	NA	TRUE	K562	Fulco2019
chr3	129026922	129027422	SEC61A1|chr3:128745765-128746265	-0.02670796	chr3	127771211	127771211	SEC61A1	FALSE	0.911219523997	NA	1	NA	TRUE	K562	Fulco2019
